Times (s), Currents (A), Velocities (rads^-1), Positions(rads)
1.19,0,-4.42825e-08,-3.48296e-08
1.192,0,-5.32702e-08,-3.51594e-08
1.194,0,-1.51656e-09,-2.99409e-08
1.196,0,4.42819e-08,-3.48269e-08
1.198,0,5.32696e-08,-3.5157e-08
1.2,0,1.51656e-09,-2.99412e-08
1.202,0,-4.42823e-08,-3.48296e-08
1.204,0,-5.327e-08,-3.51594e-08
1.206,0,-1.51656e-09,-2.99409e-08
1.208,0,4.4282e-08,-3.48269e-08
1.21,0,5.32697e-08,-3.5157e-08
1.212,0,1.51656e-09,-2.99412e-08
1.214,0,-4.42822e-08,-3.48296e-08
1.216,0,-5.327e-08,-3.51594e-08
1.218,0,-1.51656e-09,-2.99409e-08
1.22,0,4.4282e-08,-3.48269e-08
1.222,0,5.32698e-08,-3.5157e-08
1.224,0,1.51656e-09,-2.99412e-08
1.226,0,-4.42822e-08,-3.48296e-08
1.228,0,-5.32699e-08,-3.51594e-08
1.23,0,-1.51656e-09,-2.99409e-08
1.232,0,4.42821e-08,-3.48269e-08
1.234,0,5.32698e-08,-3.5157e-08
1.236,0,1.51656e-09,-2.99412e-08
1.238,0,-4.42821e-08,-3.48296e-08
1.24,0,-5.32699e-08,-3.51594e-08
1.242,0,-1.51656e-09,-2.99409e-08
1.244,0,4.42821e-08,-3.48269e-08
1.246,0,5.32698e-08,-3.5157e-08
1.248,0,1.51656e-09,-2.99412e-08
1.25,0,-4.42821e-08,-3.48296e-08
1.252,0,-5.32699e-08,-3.51594e-08
1.254,0,-1.51656e-09,-2.99409e-08
1.256,0,4.42821e-08,-3.48269e-08
1.258,0,5.32699e-08,-3.5157e-08
1.26,0,1.51656e-09,-2.99412e-08
1.262,0,-4.42821e-08,-3.48296e-08
1.264,0,-5.32699e-08,-3.51594e-08
1.266,0,-1.51656e-09,-2.99409e-08
1.268,0,4.42821e-08,-3.48269e-08
1.27,0,5.32699e-08,-3.5157e-08
1.272,0,1.51656e-09,-2.99412e-08
1.274,0,-4.42821e-08,-3.48296e-08
1.276,0,-5.32699e-08,-3.51594e-08
1.278,0,-1.51656e-09,-2.99409e-08
1.28,0,4.42821e-08,-3.48269e-08
1.282,0,5.32699e-08,-3.5157e-08
1.284,0,1.51656e-09,-2.99412e-08
1.286,0,-4.42821e-08,-3.48296e-08
1.288,0,-5.32699e-08,-3.51594e-08
1.29,0,-1.51656e-09,-2.99409e-08
1.292,0,4.42821e-08,-3.48269e-08
1.294,0,5.32699e-08,-3.5157e-08
1.296,0,1.51656e-09,-2.99412e-08
1.298,0,-4.42821e-08,-3.48296e-08
1.3,0,-5.32699e-08,-3.51594e-08
1.302,0,-1.51656e-09,-2.99409e-08
1.304,0,4.42821e-08,-3.48269e-08
1.306,0,5.32699e-08,-3.5157e-08
1.308,0,1.51656e-09,-2.99412e-08
1.31,0,-4.42821e-08,-3.48296e-08
1.312,0,-5.32699e-08,-3.51594e-08
1.314,0,-1.51656e-09,-2.99409e-08
1.316,0,4.42821e-08,-3.48269e-08
1.318,0,5.32699e-08,-3.5157e-08
1.32,0,1.51656e-09,-2.99412e-08
1.322,0,-4.42821e-08,-3.48296e-08
1.324,0,-5.32699e-08,-3.51594e-08
1.326,0,-1.51656e-09,-2.99409e-08
1.328,0,4.42821e-08,-3.48269e-08
1.33,0,5.32699e-08,-3.5157e-08
1.332,0,1.51656e-09,-2.99412e-08
1.334,0,-4.42821e-08,-3.48296e-08
1.336,0,-5.32699e-08,-3.51594e-08
1.338,0,-1.51656e-09,-2.99409e-08
1.34,0,4.42821e-08,-3.48269e-08
1.342,0,5.32699e-08,-3.5157e-08
1.344,0,1.51656e-09,-2.99412e-08
1.346,0,-4.42821e-08,-3.48296e-08
1.348,0,-5.32699e-08,-3.51594e-08
1.35,0,-1.51656e-09,-2.99409e-08
1.352,0,4.42821e-08,-3.48269e-08
1.354,0,5.32699e-08,-3.5157e-08
1.356,0,1.51656e-09,-2.99412e-08
1.358,0,-4.42821e-08,-3.48296e-08
1.36,0,-5.32699e-08,-3.51594e-08
1.362,0,-1.51656e-09,-2.99409e-08
1.364,0,4.42821e-08,-3.48269e-08
1.366,0,5.32699e-08,-3.5157e-08
1.368,0,1.51656e-09,-2.99412e-08
1.37,0,-4.42821e-08,-3.48296e-08
1.372,0,-5.32699e-08,-3.51594e-08
1.374,0,-1.51656e-09,-2.99409e-08
1.376,0,4.42821e-08,-3.48269e-08
1.378,0,5.32699e-08,-3.5157e-08
1.38,0,1.51656e-09,-2.99412e-08
1.382,0,-4.42821e-08,-3.48296e-08
1.384,0,-5.32699e-08,-3.51594e-08
1.386,0,-1.51656e-09,-2.99409e-08
1.388,0,4.42821e-08,-3.48269e-08
1.39,0,5.32699e-08,-3.5157e-08
1.392,0,1.51656e-09,-2.99412e-08
1.394,0,-4.42821e-08,-3.48296e-08
1.396,0,-5.32699e-08,-3.51594e-08
1.398,0,-1.51656e-09,-2.99409e-08
1.4,0,4.42821e-08,-3.48269e-08
1.402,0,5.32699e-08,-3.5157e-08
1.404,0,1.51656e-09,-2.99412e-08
1.406,0,-4.42821e-08,-3.48296e-08
1.408,0,-5.32699e-08,-3.51594e-08
1.41,0,-1.51656e-09,-2.99409e-08
1.412,0,4.42821e-08,-3.48269e-08
1.414,0,5.32699e-08,-3.5157e-08
1.416,0,1.51656e-09,-2.99412e-08
1.418,0,-4.42821e-08,-3.48296e-08
1.42,0,-5.32699e-08,-3.51594e-08
1.422,0,-1.51656e-09,-2.99409e-08
1.424,0,4.42821e-08,-3.48269e-08
1.426,0,5.32699e-08,-3.5157e-08
1.428,0,1.51656e-09,-2.99412e-08
1.43,0,-4.42821e-08,-3.48296e-08
1.432,0,-5.32699e-08,-3.51594e-08
1.434,0,-1.51656e-09,-2.99409e-08
1.436,0,4.42821e-08,-3.48269e-08
1.438,0,5.32699e-08,-3.5157e-08
1.44,0,1.51656e-09,-2.99412e-08
1.442,0,-4.42821e-08,-3.48296e-08
1.444,0,-5.32699e-08,-3.51594e-08
1.446,0,-1.51656e-09,-2.99409e-08
1.448,0,4.42821e-08,-3.48269e-08
1.45,0,5.32699e-08,-3.5157e-08
1.452,0,1.51656e-09,-2.99412e-08
1.454,0,-4.42821e-08,-3.48296e-08
1.456,0,-5.32699e-08,-3.51594e-08
1.458,0,-1.51656e-09,-2.99409e-08
1.46,0,4.42821e-08,-3.48269e-08
1.462,0,5.32699e-08,-3.5157e-08
1.464,0,1.51656e-09,-2.99412e-08
1.466,0,-4.42821e-08,-3.48296e-08
1.468,0,-5.32699e-08,-3.51594e-08
1.47,0,-1.51656e-09,-2.99409e-08
1.472,0,4.42857e-08,-3.4827e-08
1.474,0,5.32722e-08,-3.51569e-08
1.476,0,1.51623e-09,-2.99411e-08
1.478,0,-4.42857e-08,-3.48296e-08
1.48,0,-5.32723e-08,-3.51592e-08
1.482,0,-1.51623e-09,-2.99407e-08
1.484,0,4.42851e-08,-3.48269e-08
1.486,0,5.32717e-08,-3.51568e-08
1.488,0,1.51623e-09,-2.9941e-08
1.49,0,-4.42853e-08,-3.48295e-08
1.492,0,-5.32719e-08,-3.51592e-08
1.494,0,-1.51623e-09,-2.99407e-08
1.496,0,4.4285e-08,-3.48269e-08
1.498,0,5.32717e-08,-3.51568e-08
1.5,0,1.51623e-09,-2.9941e-08
1.502,0,-4.42851e-08,-3.48295e-08
1.504,0,-5.32718e-08,-3.51592e-08
1.506,0,-1.51623e-09,-2.99407e-08
1.508,0,4.4285e-08,-3.48269e-08
1.51,0,5.32717e-08,-3.51568e-08
1.512,0,1.51623e-09,-2.9941e-08
1.514,0,-4.42851e-08,-3.48295e-08
1.516,0,-5.32718e-08,-3.51592e-08
1.518,0,-1.51623e-09,-2.99407e-08
1.52,0,4.4285e-08,-3.48269e-08
1.522,0,5.32717e-08,-3.51568e-08
1.524,0,1.51623e-09,-2.9941e-08
1.526,0,-4.42851e-08,-3.48295e-08
1.528,0,-5.32717e-08,-3.51592e-08
1.53,0,-1.51623e-09,-2.99407e-08
1.532,0,4.4285e-08,-3.48269e-08
1.534,0,5.32717e-08,-3.51568e-08
1.536,0,1.51623e-09,-2.9941e-08
1.538,0,-4.42851e-08,-3.48295e-08
1.54,0,-5.32717e-08,-3.51592e-08
1.542,0,-1.51623e-09,-2.99407e-08
1.544,0,4.4285e-08,-3.48269e-08
1.546,0,5.32717e-08,-3.51568e-08
1.548,0,1.51623e-09,-2.9941e-08
1.55,0,-4.42851e-08,-3.48295e-08
1.552,0,-5.32717e-08,-3.51592e-08
1.554,0,-1.51623e-09,-2.99407e-08
1.556,0,4.4285e-08,-3.48269e-08
1.558,0,5.32717e-08,-3.51568e-08
1.56,0,1.51623e-09,-2.9941e-08
1.562,0,-4.4285e-08,-3.48295e-08
1.564,0,-5.32717e-08,-3.51592e-08
1.566,0,-1.51623e-09,-2.99407e-08
1.568,0,4.4285e-08,-3.48269e-08
1.57,0,5.32717e-08,-3.51568e-08
1.572,0,1.51623e-09,-2.9941e-08
1.574,0,-4.4285e-08,-3.48295e-08
1.576,0,-5.32717e-08,-3.51592e-08
1.578,0,-1.51623e-09,-2.99407e-08
1.58,0,4.4285e-08,-3.48269e-08
1.582,0,5.32717e-08,-3.51568e-08
1.584,0,1.51623e-09,-2.9941e-08
1.586,0,-4.4285e-08,-3.48295e-08
1.588,0,-5.32717e-08,-3.51592e-08
1.59,0,-1.51623e-09,-2.99407e-08
1.592,0,4.4285e-08,-3.48269e-08
1.594,0,5.32717e-08,-3.51568e-08
1.596,0,1.51623e-09,-2.9941e-08
1.598,0,-4.4285e-08,-3.48295e-08
1.6,0,-5.32717e-08,-3.51592e-08
1.602,0,-1.51623e-09,-2.99407e-08
1.604,0,4.4285e-08,-3.48269e-08
1.606,0,5.32717e-08,-3.51568e-08
1.608,0,1.51623e-09,-2.9941e-08
1.61,0,-4.4285e-08,-3.48295e-08
1.612,0,-5.32717e-08,-3.51592e-08
1.614,0,-1.51623e-09,-2.99407e-08
1.616,0,4.4285e-08,-3.48269e-08
1.618,0,5.32717e-08,-3.51568e-08
1.62,0,1.51623e-09,-2.9941e-08
1.622,0,-4.4285e-08,-3.48295e-08
1.624,0,-5.32717e-08,-3.51592e-08
1.626,0,-1.51623e-09,-2.99407e-08
1.628,0,4.4285e-08,-3.48269e-08
1.63,0,5.32717e-08,-3.51568e-08
1.632,0,1.51623e-09,-2.9941e-08
1.634,0,-4.4285e-08,-3.48295e-08
1.636,0,-5.32717e-08,-3.51592e-08
1.638,0,-1.51623e-09,-2.99407e-08
1.64,0,4.4285e-08,-3.48269e-08
1.642,0,5.32717e-08,-3.51568e-08
1.644,0,1.51623e-09,-2.9941e-08
1.646,0,-4.4285e-08,-3.48295e-08
1.648,0,-5.32717e-08,-3.51592e-08
1.65,0,-1.51623e-09,-2.99407e-08
1.652,0,4.4285e-08,-3.48269e-08
1.654,0,5.32717e-08,-3.51568e-08
1.656,0,1.51623e-09,-2.9941e-08
1.658,0,-4.4285e-08,-3.48295e-08
1.66,0,-5.32717e-08,-3.51592e-08
1.662,0,-1.51623e-09,-2.99407e-08
1.664,0,4.4285e-08,-3.48269e-08
1.666,0,5.32717e-08,-3.51568e-08
1.668,0,1.51623e-09,-2.9941e-08
1.67,0,-4.4285e-08,-3.48295e-08
1.672,0,-5.32717e-08,-3.51592e-08
1.674,0,-1.51623e-09,-2.99407e-08
1.676,0,4.4285e-08,-3.48269e-08
1.678,0,5.32717e-08,-3.51568e-08
1.68,0,1.51623e-09,-2.9941e-08
1.682,0,-4.4285e-08,-3.48295e-08
1.684,0,-5.32717e-08,-3.51592e-08
1.686,0,-1.51623e-09,-2.99407e-08
1.688,0,4.4285e-08,-3.48269e-08
1.69,0,5.32717e-08,-3.51568e-08
1.692,0,1.51623e-09,-2.9941e-08
1.694,0,-4.4285e-08,-3.48295e-08
1.696,0,-5.32717e-08,-3.51592e-08
1.698,0,-1.51623e-09,-2.99407e-08
1.7,0,4.4285e-08,-3.48269e-08
1.702,0,5.32717e-08,-3.51568e-08
1.704,0,1.51623e-09,-2.9941e-08
1.706,0,-4.4285e-08,-3.48295e-08
1.708,0,-5.32717e-08,-3.51592e-08
1.71,0,-1.51623e-09,-2.99407e-08
1.712,0,4.4285e-08,-3.48269e-08
1.714,0,5.32717e-08,-3.51568e-08
1.716,0,1.51623e-09,-2.9941e-08
1.718,0,-4.4285e-08,-3.48295e-08
1.72,0,-5.32717e-08,-3.51592e-08
1.722,0,-1.51623e-09,-2.99407e-08
1.724,0,4.4285e-08,-3.48269e-08
1.726,0,5.32717e-08,-3.51568e-08
1.728,0,1.51623e-09,-2.9941e-08
1.73,0,-4.4285e-08,-3.48295e-08
1.732,0,-5.32717e-08,-3.51592e-08
1.734,0,-1.51623e-09,-2.99407e-08
1.736,0,4.4285e-08,-3.48269e-08
1.738,0,5.32717e-08,-3.51568e-08
1.74,0,1.51623e-09,-2.9941e-08
1.742,0,-4.4285e-08,-3.48295e-08
1.744,0,-5.32717e-08,-3.51592e-08
1.746,0,-1.51623e-09,-2.99407e-08
1.748,0,4.4285e-08,-3.48269e-08
1.75,0,5.32717e-08,-3.51568e-08
1.752,0,1.51623e-09,-2.9941e-08
1.754,0,-4.4285e-08,-3.48295e-08
1.756,0,-5.32717e-08,-3.51592e-08
1.758,0,-1.51623e-09,-2.99407e-08
1.76,0,4.4285e-08,-3.48269e-08
1.762,0,5.32717e-08,-3.51568e-08
1.764,0,1.51623e-09,-2.9941e-08
1.766,0,-4.4285e-08,-3.48295e-08
1.768,0,-5.32717e-08,-3.51592e-08
1.77,0,-1.51623e-09,-2.99407e-08
1.772,0,4.4285e-08,-3.48269e-08
1.774,0,5.32717e-08,-3.51568e-08
1.776,0,1.51623e-09,-2.9941e-08
1.778,0,-4.4285e-08,-3.48295e-08
1.78,0,-5.32717e-08,-3.51592e-08
1.782,0,-1.51623e-09,-2.99407e-08
1.784,0,4.4285e-08,-3.48269e-08
1.786,0,5.32717e-08,-3.51568e-08
1.788,0,1.51623e-09,-2.9941e-08
1.79,0,-4.4285e-08,-3.48295e-08
1.792,0,-5.32717e-08,-3.51592e-08
1.794,0,-1.51623e-09,-2.99407e-08
1.796,0,4.4285e-08,-3.48269e-08
1.798,0,5.32717e-08,-3.51568e-08
1.8,0,1.51623e-09,-2.9941e-08
1.802,0,-4.4285e-08,-3.48295e-08
1.804,0,-5.32717e-08,-3.51592e-08
1.806,0,-1.51623e-09,-2.99407e-08
1.808,0,4.4285e-08,-3.48269e-08
1.81,0,5.32717e-08,-3.51568e-08
1.812,0,1.51623e-09,-2.9941e-08
1.814,0,-4.4285e-08,-3.48295e-08
1.816,0,-5.32717e-08,-3.51592e-08
1.818,0,-1.51623e-09,-2.99407e-08
1.82,0,4.4285e-08,-3.48269e-08
1.822,0,5.32717e-08,-3.51568e-08
1.824,0,1.51623e-09,-2.9941e-08
1.826,0,-4.4285e-08,-3.48295e-08
1.828,0,-5.32717e-08,-3.51592e-08
1.83,0,-1.51623e-09,-2.99407e-08
1.832,0,4.4285e-08,-3.48269e-08
1.834,0,5.32717e-08,-3.51568e-08
1.836,0,1.51623e-09,-2.9941e-08
1.838,0,-4.4285e-08,-3.48295e-08
1.84,0,-5.32717e-08,-3.51592e-08
1.842,0,-1.51623e-09,-2.99407e-08
1.844,0,4.4285e-08,-3.48269e-08
1.846,0,5.32717e-08,-3.51568e-08
1.848,0,1.51623e-09,-2.9941e-08
1.85,0,-4.4285e-08,-3.48295e-08
1.852,0,-5.32717e-08,-3.51592e-08
1.854,0,-1.51623e-09,-2.99407e-08
1.856,0,4.4285e-08,-3.48269e-08
1.858,0,5.32717e-08,-3.51568e-08
1.86,0,1.51623e-09,-2.9941e-08
1.862,0,-4.4285e-08,-3.48295e-08
1.864,0,-5.32717e-08,-3.51592e-08
1.866,0,-1.51623e-09,-2.99407e-08
1.868,0,4.4285e-08,-3.48269e-08
1.87,0,5.32717e-08,-3.51568e-08
1.872,0,1.51623e-09,-2.9941e-08
1.874,0,-4.4285e-08,-3.48295e-08
1.876,0,-5.32717e-08,-3.51592e-08
1.878,0,-1.51623e-09,-2.99407e-08
1.88,0,4.4285e-08,-3.48269e-08
1.882,0,5.32717e-08,-3.51568e-08
1.884,0,1.51623e-09,-2.9941e-08
1.886,0,-4.4285e-08,-3.48295e-08
1.888,0,-5.32717e-08,-3.51592e-08
1.89,0,-1.51623e-09,-2.99407e-08
1.892,0,4.4285e-08,-3.48269e-08
1.894,0,5.32717e-08,-3.51568e-08
1.896,0,1.51623e-09,-2.9941e-08
1.898,0,-4.4285e-08,-3.48295e-08
1.9,0,-5.32717e-08,-3.51592e-08
1.902,0,-1.51623e-09,-2.99407e-08
1.904,0,4.4285e-08,-3.48269e-08
1.906,0,5.32717e-08,-3.51568e-08
1.908,0,1.51623e-09,-2.9941e-08
1.91,0,-4.4285e-08,-3.48295e-08
1.912,0,-5.32717e-08,-3.51592e-08
1.914,0,-1.51623e-09,-2.99407e-08
1.916,0,4.4285e-08,-3.48269e-08
1.918,0,5.32717e-08,-3.51568e-08
1.92,0,1.51623e-09,-2.9941e-08
1.922,0,-4.4285e-08,-3.48295e-08
1.924,0,-5.32717e-08,-3.51592e-08
1.926,0,-1.51623e-09,-2.99407e-08
1.928,0,4.4285e-08,-3.48269e-08
1.93,0,5.32717e-08,-3.51568e-08
1.932,0,1.51623e-09,-2.9941e-08
1.934,0,-4.4285e-08,-3.48295e-08
1.936,0,-5.32717e-08,-3.51592e-08
1.938,0,-1.51623e-09,-2.99407e-08
1.94,0,4.4285e-08,-3.48269e-08
1.942,0,5.32717e-08,-3.51568e-08
1.944,0,1.51623e-09,-2.9941e-08
1.946,0,-4.4285e-08,-3.48295e-08
1.948,0,-5.32717e-08,-3.51592e-08
1.95,0,-1.51623e-09,-2.99407e-08
1.952,0,4.4285e-08,-3.48269e-08
1.954,0,5.32717e-08,-3.51568e-08
1.956,0,1.51623e-09,-2.9941e-08
1.958,0,-4.4285e-08,-3.48295e-08
1.96,0,-5.32717e-08,-3.51592e-08
1.962,0,-1.51623e-09,-2.99407e-08
1.964,0,4.4285e-08,-3.48269e-08
1.966,0,5.32717e-08,-3.51568e-08
1.968,0,1.51623e-09,-2.9941e-08
1.97,0,-4.4285e-08,-3.48295e-08
1.972,0,-5.32717e-08,-3.51592e-08
1.974,0,-1.51623e-09,-2.99407e-08
1.976,0,4.4285e-08,-3.48269e-08
1.978,0,5.32717e-08,-3.51568e-08
1.98,0,1.51623e-09,-2.9941e-08
1.982,0,-4.4285e-08,-3.48295e-08
1.984,0,-5.32717e-08,-3.51592e-08
1.986,0,-1.51623e-09,-2.99407e-08
1.988,0,4.4285e-08,-3.48269e-08
1.99,0,5.32717e-08,-3.51568e-08
1.992,0,1.51623e-09,-2.9941e-08
1.994,0,-4.4285e-08,-3.48295e-08
1.996,0,-5.32717e-08,-3.51592e-08
1.998,0,-1.51623e-09,-2.99407e-08
2,0,4.4285e-08,-3.48269e-08
2.002,0,5.32717e-08,-3.51568e-08
2.004,0,1.51623e-09,-2.9941e-08
2.006,0,-4.4285e-08,-3.48295e-08
2.008,0,-5.32717e-08,-3.51592e-08
2.01,0,-1.51623e-09,-2.99407e-08
2.012,0,4.4285e-08,-3.48269e-08
2.014,0,5.32717e-08,-3.51568e-08
2.016,0,1.51623e-09,-2.9941e-08
2.018,0,-4.4285e-08,-3.48295e-08
2.02,0,-5.32717e-08,-3.51592e-08
2.022,0,-1.51623e-09,-2.99407e-08
2.024,0,4.4285e-08,-3.48269e-08
2.026,0,5.32717e-08,-3.51568e-08
2.028,0,1.51623e-09,-2.9941e-08
2.03,0,-4.4285e-08,-3.48295e-08
2.032,0,-5.32717e-08,-3.51592e-08
2.034,0,-1.51623e-09,-2.99407e-08
2.036,0,4.4285e-08,-3.48269e-08
2.038,0,5.32717e-08,-3.51568e-08
2.04,0,1.51623e-09,-2.9941e-08
2.042,0,-4.4285e-08,-3.48295e-08
2.044,0,-5.32717e-08,-3.51592e-08
2.046,0,-1.51623e-09,-2.99407e-08
2.048,0,4.4285e-08,-3.48269e-08
2.05,0,5.32717e-08,-3.51568e-08
2.052,0,1.51623e-09,-2.9941e-08
2.054,0,-4.4285e-08,-3.48295e-08
2.056,0,-5.32717e-08,-3.51592e-08
2.058,0,-1.51623e-09,-2.99407e-08
2.06,0,4.4285e-08,-3.48269e-08
2.062,0,5.32717e-08,-3.51568e-08
2.064,0,1.51623e-09,-2.9941e-08
2.066,0,-4.4285e-08,-3.48295e-08
2.068,0,-5.32717e-08,-3.51592e-08
2.07,0,-1.51623e-09,-2.99407e-08
2.072,0,4.4285e-08,-3.48269e-08
2.074,0,5.32717e-08,-3.51568e-08
2.076,0,1.51623e-09,-2.9941e-08
2.078,0,-4.4285e-08,-3.48295e-08
2.08,0,-5.32717e-08,-3.51592e-08
2.082,0,-1.51623e-09,-2.99407e-08
2.084,0,4.4285e-08,-3.48269e-08
2.086,0,5.32717e-08,-3.51568e-08
2.088,0,1.51623e-09,-2.9941e-08
2.09,0,-4.4285e-08,-3.48295e-08
2.092,0,-5.32717e-08,-3.51592e-08
2.094,0,-1.51623e-09,-2.99407e-08
2.096,0,4.4285e-08,-3.48269e-08
2.098,0,5.32717e-08,-3.51568e-08
2.1,0,1.51623e-09,-2.9941e-08
2.102,0,-4.4285e-08,-3.48295e-08
2.104,0,-5.32717e-08,-3.51592e-08
2.106,0,-1.51623e-09,-2.99407e-08
2.108,0,4.4285e-08,-3.48269e-08
2.11,0,5.32717e-08,-3.51568e-08
2.112,0,1.51623e-09,-2.9941e-08
2.114,0,-4.4285e-08,-3.48295e-08
2.116,0,-5.32717e-08,-3.51592e-08
2.118,0,-1.51623e-09,-2.99407e-08
2.12,0,4.4285e-08,-3.48269e-08
2.122,0,5.32717e-08,-3.51568e-08
2.124,0,1.51623e-09,-2.9941e-08
2.126,0,-4.4285e-08,-3.48295e-08
2.128,0,-5.32717e-08,-3.51592e-08
2.13,0,-1.51623e-09,-2.99407e-08
2.132,0,4.4285e-08,-3.48269e-08
2.134,0,5.32717e-08,-3.51568e-08
2.136,0,1.51623e-09,-2.9941e-08
2.138,0,-4.4285e-08,-3.48295e-08
2.14,0,-5.32717e-08,-3.51592e-08
2.142,0,-1.51623e-09,-2.99407e-08
2.144,0,4.4285e-08,-3.48269e-08
2.146,0,5.32717e-08,-3.51568e-08
2.148,0,1.51623e-09,-2.9941e-08
2.15,0,-4.4285e-08,-3.48295e-08
2.152,0,-5.32717e-08,-3.51592e-08
2.154,0,-1.51623e-09,-2.99407e-08
2.156,0,4.4285e-08,-3.48269e-08
2.158,0,5.32717e-08,-3.51568e-08
2.16,0,1.51623e-09,-2.9941e-08
2.162,0,-4.4285e-08,-3.48295e-08
2.164,0,-5.32717e-08,-3.51592e-08
2.166,0,-1.51623e-09,-2.99407e-08
2.168,0,4.4285e-08,-3.48269e-08
2.17,0,5.32717e-08,-3.51568e-08
2.172,0,1.51623e-09,-2.9941e-08
2.174,0,-4.4285e-08,-3.48295e-08
2.176,0,-5.32717e-08,-3.51592e-08
2.178,0,-1.51623e-09,-2.99407e-08
2.18,0,4.4285e-08,-3.48269e-08
2.182,0,5.32717e-08,-3.51568e-08
2.184,0,1.51623e-09,-2.9941e-08
2.186,0,-4.4285e-08,-3.48295e-08
2.188,0,-5.32717e-08,-3.51592e-08
2.19,0,-1.51623e-09,-2.99407e-08
2.192,0,4.4285e-08,-3.48269e-08
2.194,0,5.32717e-08,-3.51568e-08
2.196,0,1.51623e-09,-2.9941e-08
2.198,0,-4.4285e-08,-3.48295e-08
2.2,0,-5.32717e-08,-3.51592e-08
2.202,0,-1.51623e-09,-2.99407e-08
2.204,0,4.4285e-08,-3.48269e-08
2.206,0,5.32717e-08,-3.51568e-08
2.208,0,1.51623e-09,-2.9941e-08
2.21,0,-4.4285e-08,-3.48295e-08
2.212,0,-5.32717e-08,-3.51592e-08
2.214,0,-1.51623e-09,-2.99407e-08
2.216,0,4.4285e-08,-3.48269e-08
2.218,0,5.32717e-08,-3.51568e-08
2.22,0,1.51623e-09,-2.9941e-08
2.222,0,-4.4285e-08,-3.48295e-08
2.224,0,-5.32717e-08,-3.51592e-08
2.226,0,-1.51623e-09,-2.99407e-08
2.228,0,4.4285e-08,-3.48269e-08
2.23,0,5.32717e-08,-3.51568e-08
2.232,0,1.51623e-09,-2.9941e-08
2.234,0,-4.4285e-08,-3.48295e-08
2.236,0,-5.32717e-08,-3.51592e-08
2.238,0,-1.51623e-09,-2.99407e-08
2.24,0,4.4285e-08,-3.48269e-08
2.242,0,5.32717e-08,-3.51568e-08
2.244,0,1.51623e-09,-2.9941e-08
2.246,0,-4.4285e-08,-3.48295e-08
2.248,0,-5.32717e-08,-3.51592e-08
2.25,0,-1.51623e-09,-2.99407e-08
2.252,0,4.4285e-08,-3.48269e-08
2.254,0,5.32717e-08,-3.51568e-08
2.256,0,1.51623e-09,-2.9941e-08
2.258,0,-4.4285e-08,-3.48295e-08
2.26,0,-5.32717e-08,-3.51592e-08
2.262,0,-1.51623e-09,-2.99407e-08
2.264,0,4.4285e-08,-3.48269e-08
2.266,0,5.32717e-08,-3.51568e-08
2.268,0,1.51623e-09,-2.9941e-08
2.27,0,-4.4285e-08,-3.48295e-08
2.272,0,-5.32717e-08,-3.51592e-08
2.274,0,-1.51623e-09,-2.99407e-08
2.276,0,4.4285e-08,-3.48269e-08
2.278,0,5.32717e-08,-3.51568e-08
2.28,0,1.51623e-09,-2.9941e-08
2.282,0,-4.4285e-08,-3.48295e-08
2.284,0,-5.32717e-08,-3.51592e-08
2.286,0,-1.51623e-09,-2.99407e-08
2.288,0,4.4285e-08,-3.48269e-08
2.29,0,5.32717e-08,-3.51568e-08
2.292,0,1.51623e-09,-2.9941e-08
2.294,0,-4.4285e-08,-3.48295e-08
2.296,0,-5.32717e-08,-3.51592e-08
2.298,0,-1.51623e-09,-2.99407e-08
2.3,0,4.4285e-08,-3.48269e-08
2.302,0,5.32717e-08,-3.51568e-08
2.304,0,1.51623e-09,-2.9941e-08
2.306,0,-4.4285e-08,-3.48295e-08
2.308,0,-5.32717e-08,-3.51592e-08
2.31,0,-1.51623e-09,-2.99407e-08
2.312,0,4.4285e-08,-3.48269e-08
2.314,0,5.32717e-08,-3.51568e-08
2.316,0,1.51623e-09,-2.9941e-08
2.318,0,-4.4285e-08,-3.48295e-08
2.32,0,-5.32717e-08,-3.51592e-08
2.322,0,-1.51623e-09,-2.99407e-08
2.324,0,4.4285e-08,-3.48269e-08
2.326,0,5.32717e-08,-3.51568e-08
2.328,0,1.51623e-09,-2.9941e-08
2.33,0,-4.4285e-08,-3.48295e-08
2.332,0,-5.32717e-08,-3.51592e-08
2.334,0,-1.51623e-09,-2.99407e-08
2.336,0,4.4285e-08,-3.48269e-08
2.338,0,5.32717e-08,-3.51568e-08
2.34,0,1.51623e-09,-2.9941e-08
2.342,0,-4.4285e-08,-3.48295e-08
2.344,0,-5.32717e-08,-3.51592e-08
2.346,0,-1.51623e-09,-2.99407e-08
2.348,0,4.4285e-08,-3.48269e-08
2.35,0,5.32717e-08,-3.51568e-08
2.352,0,1.51623e-09,-2.9941e-08
2.354,0,-4.4285e-08,-3.48295e-08
2.356,0,-5.32717e-08,-3.51592e-08
2.358,0,-1.51623e-09,-2.99407e-08
2.36,0,4.4285e-08,-3.48269e-08
2.362,0,5.32717e-08,-3.51568e-08
2.364,0,1.51623e-09,-2.9941e-08
2.366,0,-4.4285e-08,-3.48295e-08
2.368,0,-5.32717e-08,-3.51592e-08
2.37,0,-1.51623e-09,-2.99407e-08
2.372,0,4.4285e-08,-3.48269e-08
2.374,0,5.32717e-08,-3.51568e-08
2.376,0,1.51623e-09,-2.9941e-08
